id,mode,format,prompt,choice_a,choice_b,choice_c,choice_d,correct,estimate_answer,estimate_unit,estimate_tolerance,category,tags,difficulty,weight,source,license,attribution,notes,active
opentdb-math-623,fact,multi,What is the alphanumeric representation of the imaginary number?,n,i,x,e,i,,,,math,"opentdb, math",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-624,fact,multi,What shape does sin(x) or cos(x) make on a graph?,Zig-Zags,A Parabola,A Straight Line,Waves,Waves,,,,math,"opentdb, math",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-625,fact,multi,What is the symbol for Displacement?,dr,Dp,r,Δr,Δr,,,,math,"opentdb, math",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-626,fact,multi,"What comes after a Million, a Billion, and a Trillion?",Septillion,Sextillion,Quintillion,Quadrillion,Quadrillion,,,,math,"opentdb, math",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-627,fact,multi,Which of the following mathematicians made major contributions to game theory?,Leonhard Euler,Stefan Banach,Carl Friedrich Gauss,John Von Neumann,John Von Neumann,,,,math,"opentdb, math",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-628,fact,multi,"What are the first 6 digits of the number ""Pi""?",3.25812,3.12423,3.14169,3.14159,3.14159,,,,math,"opentdb, math",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-629,fact,multi,Which mathematician refused the Fields Medal?,Andrew Wiles,Terence Tao,Grigori Perelman,Edward Witten,Grigori Perelman,,,,math,"opentdb, math",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-630,fact,multi,What is the derivative of Acceleration with respect to time?,Jerk,Slide,Bump,Shift,Jerk,,,,math,"opentdb, math",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-631,fact,multi,"Which greek mathematician ran through the streets of Syracuse naked while shouting ""Eureka"" after discovering the principle of displacement?",Euclid,Homer,Eratosthenes,Archimedes,Archimedes,,,,math,"opentdb, math",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-632,fact,multi,What is the first Mersenne prime exponent over 1000?,1279,2203,1069,1009,1279,,,,math,"opentdb, math",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-633,fact,multi,How many books are in Euclid's Elements of Geometry?,10,13,8,17,13,,,,math,"opentdb, math",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-634,fact,multi,"To the nearest whole number, how many radians are in a whole circle?",6,4,5,3,6,,,,math,"opentdb, math",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-635,fact,multi,Who proved Fermat's Last Theorem?,Andrew Wiles,Carl Friedrich Gauss,Leonhard Euler,Srinivasa Ramanujan,Andrew Wiles,,,,math,"opentdb, math",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-636,fact,multi,"In the complex plane, multiplying a given function by i rotates it anti-clockwise by how many degrees?",270,90,180,0,90,,,,math,"opentdb, math",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-637,fact,multi,Which of these did mathematician Leonhard Euler NOT develop?,"A formula linking vertices, edges and faces on a graph",An improvement to the Fast Fourier Transform,A method of solving first-order differential equations,"An identity linking the numbers e, pi and i",An improvement to the Fast Fourier Transform,,,,math,"opentdb, math",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-638,fact,multi,"A mathematical constant, known as ""The Golden Ratio"", is most commonly represented by which greek letter?",Ψ (psi),π (pi),Τ (tau),Φ (phi),Φ (phi),,,,math,"opentdb, math",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-639,fact,multi,What is the mathematician Euler's first name?,Leonhard,Lionel,Ajan,Andrin,Leonhard,,,,math,"opentdb, math",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-640,fact,multi,How many degrees make a full circle?,720,90,180,360,360,,,,math,"opentdb, math",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-641,fact,multi,How many sides does a Möbius strip have?,1,2,3,4,1,,,,math,"opentdb, math",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-642,fact,multi,What is the smallest number that can be expressed as the sum of two positive cubes in two different ways?,4104,1729,561,91,1729,,,,math,"opentdb, math",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-643,fact,multi,How many zeptometres are inside one femtometre?,"1,000,000","1,000,000,000",10,1000,"1,000,000",,,,math,"opentdb, math",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-644,fact,multi,"In Roman Numerals, what does XL equate to?",15,40,90,60,40,,,,math,"opentdb, math",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-645,fact,multi,What is the fourth digit of π?,1,4,2,3,1,,,,math,"opentdb, math",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-646,fact,multi,Integration is the reverse of what mathematical operation?,Derivation,Standard Deviation,Multiplication,Division,Derivation,,,,math,"opentdb, math",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-647,fact,multi,What is the name of a nine sided polygon?,Nonagon,Heptagon,Hexagon,Octagon,Nonagon,,,,math,"opentdb, math",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-648,fact,multi,What is a polygon with eight sides called?,Nanagon,Octagon,Heptagon,Hexagon,Octagon,,,,math,"opentdb, math",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-649,fact,multi,What is the approximate value of mathematical constant e?,1.41,1.62,2.72,3.14,2.72,,,,math,"opentdb, math",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-math-650,fact,multi,What Greek letter is used to signify summation?,Sigma,Omega,Alpha,Delta,Sigma,,,,math,"opentdb, math",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science: Mathematics,true
opentdb-animals-651,fact,multi,Which species of Brown Bear is not extinct?,Syrian Brown Bear,California Grizzly Bear,Atlas Bear,Mexican Grizzly Bear,Syrian Brown Bear,,,,animals,"opentdb, animals",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-652,fact,multi,Chronic Wasting Disease (CWD) exclusively infects members of which family of animals?,Canids,Felids,Cervids,Hominids,Cervids,,,,animals,"opentdb, animals",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-653,fact,multi,What is the scientific name of the Budgerigar?,Pyrrhura molinae,Melopsittacus undulatus,Nymphicus hollandicus,Ara macao,Melopsittacus undulatus,,,,animals,"opentdb, animals",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-654,fact,multi,What is the scientific name of the Common Chimpanzee?,Pan paniscus,Gorilla gorilla,Panthera leo,Pan troglodytes,Pan troglodytes,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-655,fact,multi,What is the scientific name of the cheetah?,Acinonyx jubatus,Felis catus,Lynx rufus,Panthera onca,Acinonyx jubatus,,,,animals,"opentdb, animals",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-656,fact,multi,What is the scientific name for the Bald Eagle?,Cyanocitta Cristata,Haliaeetus Leucocephalus,Tyto Alba,Aquila Chrysaetos,Haliaeetus Leucocephalus,,,,animals,"opentdb, animals",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-657,fact,multi,What do you call a baby bat?,Cub,Kid,Chick,Pup,Pup,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-658,fact,multi,What is the name of the family that the domestic cat is a member of?,Felidae,Felis,Cat,Felinae,Felidae,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-659,fact,multi,What is the common term for bovine spongiform encephalopathy (BSE)?,Mad Cow disease,Weil's disease,Milk fever,Foot-and-mouth disease,Mad Cow disease,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-660,fact,multi,What type of animal is a natterjack?,Bird,Toad,Fish,Insect,Toad,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-661,fact,multi,Which is the national animal of India?,Lion,Camel,Tiger,Horse,Tiger,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-662,fact,multi,How many teeth does an adult rabbit have?,28,26,30,24,28,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-663,fact,multi,Which of these is a colony of polyps and not a jellyfish?,Irukandji,Sea Nettle,Sea Wasp,Portuguese Man-of-War,Portuguese Man-of-War,,,,animals,"opentdb, animals",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-664,fact,multi,Wombats are native to which Country?,Australia,Palau,New Zealand,Papua New Guinea,Australia,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-665,fact,multi,What dog breed is one of the oldest breeds of dog and has flourished since before 400 BCE.,Boxers,Chihuahua,Pugs,Bulldogs,Pugs,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-666,fact,multi,"To which biological phylum do all mammals, birds and reptiles belong?",Annelida,Chordata,Echinodermata,Placazoa,Chordata,,,,animals,"opentdb, animals",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-667,fact,multi,What is the average lifespan of a domestic rabbit?,14-20 years,8-12 years,1-2 years,4-7 years,8-12 years,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-668,fact,multi,What is the scientific name for modern day humans?,Homo Erectus,Homo Sapiens,Homo Neanderthalensis,Homo Ergaster,Homo Sapiens,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-669,fact,multi,What is the collective noun for vultures?,Gaze,Building,Ambush,Wake,Wake,,,,animals,"opentdb, animals",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-670,fact,multi,Cashmere is the wool from which kind of animal?,Llama,Camel,Goat,Sheep,Goat,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-671,fact,multi,Which dog breed is named after a region in Croatia,Chihuahua,Pekingnese,Pomeranian,Dalmatian,Dalmatian,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-672,fact,multi,What bird is born with claws on its wing digits?,Secretary bird,Cormorant,Hoatzin,Cassowary,Hoatzin,,,,animals,"opentdb, animals",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-673,fact,multi,"The dish Fugu, is made from what family of fish?",Mackerel,Pufferfish,Salmon,Bass,Pufferfish,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-674,fact,multi,What is the fastest  land animal?,Pronghorn Antelope,Thomson’s Gazelle,Lion,Cheetah,Cheetah,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-675,fact,multi,"The Kākāpō is a large, flightless, nocturnal parrot native to which country?",Australia,Madagascar,New Zealand,South Africa,New Zealand,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-676,fact,multi,What is the collective noun for rats?,Mischief,Pack,Drift,Race,Mischief,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-677,fact,multi,"What does ""hippopotamus"" mean and in what langauge?",Fat Pig (Greek),Fat Pig (Latin),River Horse (Greek),River Horse (Latin),River Horse (Greek),,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-678,fact,multi,What is the name for a male bee that comes from an unfertilized egg?,Male,Drone,Worker,Soldier,Drone,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-679,fact,multi,What is the national bird of Bahrain?,Falcon,Hummingbird,Sparrow,Bulbul,Bulbul,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-680,fact,multi,"By definition, where does an abyssopelagic animal live?",Inside a tree,At the bottom of the ocean,In the desert,On top of a mountain,At the bottom of the ocean,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-681,fact,multi,What scientific suborder does the family Hyaenidae belong to?,Haplorhini,Feliformia,Ciconiiformes,Caniformia,Feliformia,,,,animals,"opentdb, animals",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-682,fact,multi,Which class of animals are newts members of?,Mammals,Amphibian,Fish,Reptiles,Amphibian,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-683,fact,multi,"A carnivorous animal eats flesh, what does a nucivorous animal eat?",Nothing,Seaweed,Fruit,Nuts,Nuts,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-684,fact,multi,Which breed of dog is traditionally associated with firefighters?,Mastiff,Great Dane,German Shepard,Dalmatians,Dalmatians,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-685,fact,multi,About how much of their body weight in food do sea otters eat every day?,25%,80%,45%,10%,25%,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-686,fact,multi,"Unlike on most salamanders, this part of a newt is flat?",Head,Tail,Teeth,Feet,Tail,,,,animals,"opentdb, animals",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-687,fact,multi,What are rhino's horn made of?,Skin,Keratin,Ivory,Bone,Keratin,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-688,fact,multi,Which of these animals are not real?,Nemean Lion,Tasmanian Devil,Sea Dragon,Giant Squid,Nemean Lion,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-689,fact,multi,What is the collective noun for bears?,Drove,Sloth,Tribe,Husk,Sloth,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-690,fact,multi,What colour is the female blackbird?,Black,White,Yellow,Brown,Brown,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-691,fact,multi,Which of the following is NOT a venomous snake?,Black mamba,Malayan Krait,Reticulated python,Yellow bellied sea snake,Reticulated python,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-692,fact,multi,What is the collective noun for a group of crows?,Pack,Gaggle,Herd,Murder,Murder,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-693,fact,multi,Hippocampus is the Latin name for which marine creature?,Dolphin,Whale,Seahorse,Octopus,Seahorse,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-694,fact,multi,How many legs do butterflies have?,4,0,6,2,6,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-695,fact,multi,How many known living species of hyenas are there?,6,8,2,4,4,,,,animals,"opentdb, animals",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-696,fact,multi,What is the world's longest venomous snake?,Yellow Bellied Sea Snake,Inland Taipan,Green Anaconda,King Cobra,King Cobra,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-697,fact,multi,Which of these species is not extinct?,Tasmanian tiger,Komodo dragon,Saudi gazelle,Japanese sea lion,Komodo dragon,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-698,fact,multi,What is Grumpy Cat's real name?,Broccoli,Minnie,Tardar Sauce,Sauce,Tardar Sauce,,,,animals,"opentdb, animals",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-699,fact,multi,"What is the scientific name for the ""Polar Bear""?",Ursus Spelaeus,Ursus Arctos,Ursus Maritimus,Polar Bear,Ursus Maritimus,,,,animals,"opentdb, animals",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-animals-700,fact,multi,What is the name of the copper-rich protein that creates the blue blood in the Antarctic octopus?,Iron,Methionine,Cytochrome,Hemocyanin,Hemocyanin,,,,animals,"opentdb, animals",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Animals,true
opentdb-art-701,fact,multi,Which of these is not an additional variation of the color purple?,Palatinate,Pomp and Power,Kobicha,Byzantium,Kobicha,,,,art,"opentdb, art",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-702,fact,multi,"Who painted ""American Gothic""?",Grant Wood,Anita Malfatti,Marc Chagall,Pablo Picasso,Grant Wood,,,,art,"opentdb, art",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-703,fact,multi,"What year did Albrecht Dürer create the painting ""The Young Hare""?",1402,1502,1702,1602,1502,,,,art,"opentdb, art",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-704,fact,multi,Which art movement was Pablo Picasso known for co-founding?,Expressionism,Impressionism,Cubism,Futurism,Cubism,,,,art,"opentdb, art",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-705,fact,multi,Who sculpted the statue of David?,Donatello,Michelangelo,Auguste Rodin,Gian Lorenzo Bernini,Michelangelo,,,,art,"opentdb, art",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-706,fact,multi,What color is produced by mixing black and white?,Black,Grey,White,Brown,Grey,,,,art,"opentdb, art",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-707,fact,multi,What is a fundamental element of the Gothic style of architecture?,internal frescoes,façades surmounted by a pediment,coffered ceilings,pointed arch,pointed arch,,,,art,"opentdb, art",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-708,fact,multi,Who designed the Chupa Chups logo?,Vincent van Gogh,Andy Warhol,Pablo Picasso,Salvador Dali,Salvador Dali,,,,art,"opentdb, art",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-709,fact,multi,"Who painted ""The Scream""?",Henri Matisse,Vincent Van Gogh,Picasso,Edvard Munch,Edvard Munch,,,,art,"opentdb, art",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-710,fact,multi,What was the first successful and commercially viable photographic technique?,Collodion process,The Turin Shroud,Kodachrome film,The Daguerreotype,The Daguerreotype,,,,art,"opentdb, art",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-711,fact,multi,What nationality was the famous artist Van Gogh?,Dutch,Polish,French,Russian,Dutch,,,,art,"opentdb, art",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-712,fact,multi,What is the name of the Japanese art of folding paper into decorative shapes and figures?,Sumi-e,Haiku,Ukiyo-e,Origami,Origami,,,,art,"opentdb, art",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-713,fact,multi,Which Greek sculptor designed the Athena Parthenos statue inside the Parthenon?,Hesiod,Phidias,Scopas,Praxiteles,Phidias,,,,art,"opentdb, art",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-714,fact,multi,"Who painted ""Swans Reflecting Elephants"", ""Sleep"", and ""The Persistence of Memory""?",Jackson Pollock,Edgar Degas,Vincent van Gogh,Salvador Dali,Salvador Dali,,,,art,"opentdb, art",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-715,fact,multi,"How many paint and pastel versions of ""The Scream"" is Norwegian painter Edvard Munch believed to have produced?",4,2,1,3,4,,,,art,"opentdb, art",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-716,fact,multi,Paul Gauguin moved to which country in 1895?,Atuona,Tahiti,Lithuania,France,Tahiti,,,,art,"opentdb, art",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
opentdb-art-717,fact,multi,What is the world's oldest known piece of fiction?,Code of Hammurabi,Papyrus of Ani,Epic of Gilgamesh,Rosetta Stone,Epic of Gilgamesh,,,,art,"opentdb, art",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Art,true
